resume_id,Category,Skills,Education
20986595,designer marketing coordinatorgraphic designer,adobe ads advertising audio production basic budget planning chinese computer knowledge consulting content client clients,master corporate media 2011 marietta college bs bachelor science accounting marketing 2010 utah state university accounting marketing skills adobe ads advertising audio production basic budget planning chinese computer knowledge consulting content client clients
21283733,designer web designergraphic designer,photoshop advertisements business communications business development catalogs content copyediting css client clients database documentation dreamweaver editing fast finance graphic design html illustrator image indesign layout legal director marketing materials microsoft excel excel powerpoint microsoft word performance reviews pearl personnel persuasive producer profit progress proofreading proposal proposal development publications publication quality quality assurance quarkxpress research rfi rfp sales translating web development web site design wellorganized written,1991 bachelor science journalism boston university college communication journalism february 2007 graphic design foundation certificate sessions school design certificate web development february 2002 illinois institute art skills photoshop advertisements business communications business development catalogs content copyediting css client clients database documentation dreamweaver editing fast finance graphic design html illustrator image indesign layout legal director marketing materials microsoft excel excel powerpoint microsoft word performance reviews pearl personnel persuasive producer profit progress proofreading proposal proposal development publications publication quality quality assurance quarkxpress research rfi rfp sales translating web development web site design wellorganized written
21705160,designer graphic designer,graphic designer posters,2010 holy innocents high school singapore singapore journalism 2015 anza college city state journalism additional information
21916744,designer freelance graphic designer,adobe creative suite acrobat photo photoshop advertisements art avenue color communication skills css client clients database functional graphic designer http basic html illustrator image inventory layout letters logistics logo mac marketing materials materials excel mail microsoft office office outlook power point word packaging press print design printers repairs scheduling sculpture shipping sketching soldering phone travel arrangements typography vision website welding written,2011 bachelors degree rollins college studio art city state gpa gpa 313 national society collegiate scholars phi sigma freshman year captain womens lacrosse team education chairman kappa kappa gamma studio art gpa 313 national society collegiate scholars phi sigma freshman year captain womens lacrosse team education chairman kappa kappa gamma 2013 gemological institute america completed courses jewelry essentials colored stone essentials diamond essentials 92nd york city 2010 university edinburgh college art city scotland completed courses metal sculpture wire jewelry summer program 2009 rhode island school design city state completed introduction metal jewelry course summer program skills adobe creative suite acrobat photo photoshop advertisements art avenue color communication skills css client clients database functional graphic designer http basic html illustrator image inventory layout letters logistics logo mac marketing materials materials excel mail microsoft office office outlook power point word packaging press print design printers repairs scheduling sculpture shipping sketching soldering phone travel arrangements typography vision website welding written
22496394,designer cad designer,civil 3d autocad civil engineering drafting office skills coaching customer service documentation leadership marketing problem solving relationship building selfstarter sorting troubleshooting,high school diploma general education 1995 canyon springs high school city state usa
22506245,designer prepress graphic designer,adobe indesign photoshop illustrator acrobat professional strongly familiar microsoft word excel powerpoint publisher quarkxpress basic knowledge web development adobe dreamweaver html wordpress perform graphic design administrative functions work team player independently experienced phone fax email copiers printers excellent customer service inperson phone email interoffice mail prioritizes calmly handles multiple projects requests listens directions takes notes reference procedures knowledge design setup computer jobs printed vender inoffice copiers,1997 bachelor fine arts alfred university city state work history company skills administrative functions acrobat adobe dreamweaver photoshop advertising backup basic business cards conversion excellent customer service direct mail email fax graphic design graphics html illustrator adobe indesign mac macintosh computers marketing communications excel mail office powerpoint publisher microsoft word monitors network newsletters takes notes pdf copiers posters printer printers proofing quality quarkxpress supply inventory team player phone unix web development web pages
22567495,designer instructional designer,course development,university wyoming 2014 master education instructional technology city state franklin university 2011 bachelor science public safety management city state colorado northwestern community college 2003 associate applied science criminal justice city state technical trades institute 1992 associate occupational studies accounting city state interests former volunteer soccer coach local youth former victim services advocate former board member volunteer fire department skills
22675694,designer graphic designer,meets deadlines excellent multitasking planning arranging activities conversant fluent english spanish vietnamese,high school diploma graphicsit 2017 forest park high school city state united states
23951429,designer graphic designer,driven,certificate computer technician network specialist fresno city college city state united states skills
24285142,designer freelance graphic designer,3d acrylics acrobat adobe dreamweaver photoshop ads air force animation banners bash book brochures brochure cd color hardware computer hardware corel draw designing digital cameras editorial fashion flash forms functional graphic design graphic illustration illustrator indesign inkjet printers laser layout logos logo mac marketing strategies marketing materials ms office office windows multimedia newspaper operating systems page photography 35 mm camera cameras posters prepress presentations print shop printers processes publications read sales scaling scanners sculpture spanish tv typography typing visio professional web design website web page,vegas nv adobe cs5 certification 072013 lv pita professional institute technology bfa visual arts 052000 university north dakota walton community college city state gpa gpa 380 visual arts gpa 380 graphic arts technology 081993 gpa gpa 355 graphic arts technology gpa 355 languages spanish read write speak fluently translate black whitecolor digital traditional photography interests project 150 october 2015ongoing graphic designer visual merchandising center artrageous event 2015 set artwork
24455357,designer apparel technical designer,proficient english spanish,chemical engineering 1987 national university honduras honduras
24583187,designer senior interior designer,administrative acrobat adobe creative suite photoshop apple approach autocad budgets building codes consulting council,bachelor fine arts interior design rochester institute technology city state interior design ncidq certified national council interior design qualifications ncidq certificate 17785 professional affiliations accredited usgbc leadership energy environmental design leed skills administrative acrobat adobe creative suite photoshop apple approach autocad budgets building codes consulting council
24655918,designer senior graphic designer,invoicing quick books software adobe illustrator cc cs6 adobe photoshop cc corel draw x7 microsoft office suite omega composer printers hp 5500 hp designjet l25500 vinyl plotters summa d120r graphtec ioline hs15 fc 7500 sign tracking software keyed pace,liberal arts florida state university panama canal branch visual communications art institute pittsburgh city state associates degree skills
25023614,designer interior designer,ability work multiple projects simultaneously creative innovative problem solving skills excellent attention details team player,bfa interior design fine arts 2013 paier college art city state
25061645,designer graphic designer,adobe creative suite dreamweaver photoshop advertising arts art branding brochures chinese coreldraw css clients due diligence edit english html illustrator indesign interpretation layout logos logo marketing materials microsoft office suite powerpoint packaging posters property management publicity real estate translation typography webpage design web design,bachelor arts visual arts graphic design 2014 university illinois springfield city state visual arts graphic design 3740 gallery assistant visual arts gallery associate fine arts graphic design july 2010 chengdu academy fine arts sichuan conservatory music city china graphic design languages bilingual english chinese skills adobe creative suite dreamweaver photoshop advertising arts art branding brochures chinese coreldraw css clients due diligence edit english html illustrator indesign interpretation layout logos logo marketing materials microsoft office suite powerpoint packaging posters property management publicity real estate translation typography webpage design web design
25422388,designer graphic designer,selfmotivated senseofhumor conceptual thinker attentionto detail strong design resourceful researcher advanced typography knowledge experience 072012 102015 graphic designer company city state,2001 bachelor science journalism marketing texas university city state united states
25949631,designer freelance website designer,accounting bookkeeping budget development content development customer service database creation maintenance employee training microsoft office salesforce zoho outlook online networking,associate science 2001 united states marine corps city state high school diploma 1993 cypress lake high school city state achievements
26046064,designer graphic designer,expert knowledge software programs,2001 aa visual communications brown college city state skills
26496059,designer graphic designer,adobe photoshop adobe premiere pro adobe lightroom adobe illustrator adobe indesign adobe animate htmlcss coding written social communication skills,central dauphin high school city hs diploma 2005
26503829,designer senior technical designer,adobe cs6 adobe illustrator flex plm grovesite webpdm microsoft word excel optitex garment specs sketches fit assessment product development technical direction line product review flat pattern making corrections garment construction draping,bachelor science business university central missouri city state usa business skills adobe adobe illustrator balance concept costing delivery direction functional graphic illustrator managing market excel microsoft word plm product development develop product progress quality quality assurance reporting sketching sourcing strategy strategy tops written
26622051,designer cad designer,3d adobe photoshop auto cad autocad cad client data entrydatabases editing esri gis gps illustrator indesign laser materials meetings microsoft office suite microstation project management qa quality control supervisor supervision technician troubleshooting welding written,associate science computer science business administration 2008 virginia college city state computer science business administration troy university city state certifications project management certified gis technician certified auto cad designer detailed estimator land desk civil 3 professional affiliations
26676567,designer graphic designer,desktop publishing software photoshop illustrator html indesign,2015 visual arts southeastern louisiana university city state
26790545,designer presentation designer,adobe creative suite adobe dreamweaver adobe illustrator adobe photoshop powerpoint keypoint prototyping wireframes illustrations,bachelor science computer science 52009 covenant university computer science professional affiliations accomplished designer 5 years user experience interface design working platforms microsoft sharepoint mobile applications proven ability develop implement clean slick interfaces support business goals financial objectives recognized expert listener clients translating vision reality skills
26924514,designer instructional designer,budgeting finance project management strong verbal communication conflict resolution extremely organized,bachelor science florida international university city state masters instructional system design ucf city state system design affiliations member astd member ispi member nea skills administrative adobe adobe acrobat photo photo shop basic business plan cash handling charts closing communication skills conflict resolution consultant curriculum development customer service designing english special events financial instructor instructional design leadership listening managing market mentoring microsoft excel microsoft power point windows microsoft word negotiations communicator personnel pos print media quick radio selling sales support sop task analysis technician training manuals training programs vba verbal communication skills verbal communication video workshops
26942552,designer sales consultant interior designer,persuasive communication prospect qualification retention strategies,bachelor science accounting finance moscow finance university city interior decorator interior design interior decorators institute city personal trainer nutritionist athletic training nutrition 022014 nasm city skills
27497542,designer personal stylist womens designer,microsoft office word powerpoint excel,bachelor arts business administration marketing 2008 california state university fullerton city state
27529455,designer instructional designer,academic adobe backup coaching conferences counseling course development crystal reports curriculum design curriculum development customer service customer service data entry designing direction documentation information mapping instruction instructor instructional design knowledge management team leader lesson plans managing materials math meetings mentoring ms word works multimedia analysis order entry organizational policies writing prescriptions processes progress project management quality quick reading sales supply chain task analysis teacher technical writing user documentation phone trainer training materials training manuals training programs tutoring website workshops,university memphis 2016 doctor education instruction curriculum leadership instructional design technology city state gpa 1st generation phd fellowship academic achievement award instruction curriculum leadership instructional design technology 1st generation phd fellowship academic achievement award university phoenix 2005 master arts adult education distance learning city state gpa gpa 391 adult education distance learning gpa 391 university memphis 2003 bachelor science business administration management city state gpa minority merit scholar business administration management minority merit scholar experience company 2015 september 2015 instructional designer city state
28326441,designer freelance designer,computer drafting design proposals presentations product sourcing orders invoicing budget management,2005 university wisconsin madison bba international business marketing minor spanish
28663949,designer senior interior designer,cad drafter 3d rendering space planning ffe sales project finance project management multitasking team player ncidq certified beginner golf expert skier professional affiliations asid allied member iida associate member,2014 academy art city state master fine art interior architecture design interior architecture design skills cad drafter 3d rendering space planning ffe sales project finance project management multitasking team player ncidq certified beginner golf expert skier professional affiliations asid allied member iida associate member
29147100,designer multimedia designer graphic designer,adobe photoshop adobe effects adobe illustrator adobe indesign adobe premiere adobe dream weaver sketchbook pro,bachelors fine arts bfa digital art design 2016 towson university city state united states digital art design community college baltimore county city state united states
29524570,designer web designer,work history web designer,masters computer application computer application mca cmr institute management studies university banglore india pg title green house controller platform embedded cx15 client nest cyber campus trivandrum kerala india including 6 months training mini projects data base management systems airline reservation visual basic60 sql information system design implementation employment exchange visual basic 60 oracle80 simulation modelling chemical reactor developed interactive computer graphics galixean game language system programming editor developed including basic requirements editor computer architecture parallel processing page replacement algorithms developed language p scheduling graph developed language bachelor electronics bsc 1999 electronics bsc digital video graphy courses data management clinical research vanderbilt university oracle 9i sqlplsql training oracle
29865476,designer branch managerfloral designer,20 years customer service experience 3 years branch management position 2 permanent employees include 2 3 holiday employees drivers talented multitasker exceptional time management skills,bachelor science business university phoenix city state business business managerial skills certificate business 2002 aafet city state
30965258,designer zachory edmiston,guest relations takeout management customer service front house organization event planning table management seating assignment reservations wine pairings table bussing,graphic design certification western nevada college 2021 city state associate arts digital media western nevada college 2017 city
30968749,designer lead designer,certification sigma greenbelt,bachelors science industrial engineering 2013 louisiana tech university city state
32532982,designer lead piping designer,autocad bentley autoplant cadworx autodesk vault navisworks microstation flexcad microsoft word excel outlook powerpoint access,piping designing diploma design drafting 1971 chenier business college city state
32954522,designer floral designer,advertising cash register resolve customer complaints client clients customer service delivery designing filing financial focus inventory materials office 2000 quality receiving retail selling sales tables telephones phone type,associates degree retail 1979 cape cod community college city state retail cc community college travel tourism certificate 1999 cass floral school floral design certificate 2000 skills advertising cash register resolve customer complaints client clients customer service delivery designing filing financial focus inventory materials office 2000 quality receiving retail selling sales tables telephones phone type
34051710,designer sr graphics designer,academic acrobat photoshop ads arts art banners brochures budget cashier color conferences database designing edit filing forms graphic design greek illustration illustrator indesign leadership development letters logos logo design lotus 123 director mailing marketing materials office microsoft word works management information systems news releases paradox payroll personnel photo manipulation posters press releases printer promotional materials public relations publicity quality quarkexpress research seminars tax user support answer phones travel arrangements,english indiana university pennsylvania state english interests art related environments painting collage gallery reading music related events skills academic acrobat photoshop ads arts art banners brochures budget cashier color conferences database designing edit filing forms graphic design greek illustration illustrator indesign leadership development letters logos logo design lotus 123 director mailing marketing materials office microsoft word works management information systems news releases paradox payroll personnel photo manipulation posters press releases printer promotional materials public relations publicity quality quarkexpress research seminars tax user support answer phones travel arrangements
34317538,designer lead interaction designer,user centered design,bs degree cognitive science june 1993 university california city state usa
34349255,designer interior designer,budgets budget concept clients materials meetings presentations pricing procurement sales specification spreadsheets,associate arts interior design 2008 southwest university visual arts city state interior design associate arts art history 2005 art history mexico state universtiy cruces nm skills budgets budget concept clients materials meetings presentations pricing procurement sales specification spreadsheets
34511655,designer senior digital designer,adobe creative suite photo art backup brand strategy calibration catalog color content creative direction css client direction mail ftp graphic design basic html image explorer layout marketing materials meetings messaging microsoft office suite sharepoint newspaper developer pos prepress press printers promotion promotional materials quality quarkxpress quick retail router translation troubleshoot video,2001 bachelor fine art university wisconsin city skills adobe creative suite photo art backup brand strategy calibration catalog color content creative direction css client direction mail ftp graphic design basic html image explorer layout marketing materials meetings messaging microsoft office suite sharepoint newspaper developer pos prepress press printers promotion promotional materials quality quarkxpress quick retail router translation troubleshoot video
34657584,designer solution designer,3d adobe adobephotoshop autocad 2 consultant coreldraw client delivery designing english estimating macromedia flash government drawing hindi illustrator information technology languages materials meetings office works page maker primavera progress reporter supervising video video editing additional information,diploma diploma civil engineering 2010 gurukulam campus city state india
35990852,designer website designer,visual studionet asp aspnet mvc 40 visual basicnet microsoft sql server sql stored procedures tfs team foundation server html5 css3 javascript jquery angularjs linq php mysql adobe design suite agile software development methodology,1995 university maryland city state skills net aspnet vbnet visual basicnet accounting adobe suite adobe adobe photoshop agile animation asp auditing budget credit crystal reports 85 css3 client clients database decisionmaking documentation xml features financial forms graphic design graphics html html5 php image insurance javascript jquery layout legal legal compliance meetings mentor mentoring access microsoft access sql server 2000 sql server 7 windows nt migration mvc 40 mvc mysql developer policies design process processes processors profit coding qa sales sarbanesoxley scrum software development testing software microsoft sql server sql sql server phone upgrading upgrade user interface video visual basic vb 6 visual studio website websites xslt
36269672,designer floral designer,compelling leadership skills resolutionoriented exceptional multitasker organization,
37058472,designer designer,autocad drafting,associate arts interior furniture design santa monica college city state
37263609,designer architectural designer,personal rhino revit cinema 4d alladobe cs autocad hdr imaging lighting market research 3dmax maya revit modeler sculptor,master science architecture 2013 university illinois urbanachampaign city state usa bachelor science architecture 2010 university puerto rico city state usa gpa magna laude honors
37664296,designer lead uxui designer,product development selfmotivated usercentered design design layout typography wireframing,associates degree colorado institute art city state progress advertising design communication media denver university city state advertising design communication media progress english advertising kansas university city state skills adobe ads branding business operations business solutions concept consulting creative direction creative director entrepreneur fireworks graphic ux html interactive design lab testing logo marketing multimedia page pencil posters presentations product management prototyping quality search engine optimization sketching strategy strategy planning phone usability testing user interface user interface ui design website design website development website web sites advanced problemsolving
37695494,designer fine jewelry cad designer,3d adobe creative suite photo arts attention detail cadcam catalogs designing ecommerce english fashion drawing illustrator mac microsoft office applications photography presentations retail sales sketching written,march 2015 academy gemvision city state certificate advanced matrix 8 tsplines october 2014 gia city state matrix 75 comprehensive cadcam certificate 2014 gia
38565119,designer independent designer,space planning workplace strategy project coordination ffe expertise problem resolution building codes written verbal communication product specification autocad ms office suite salesforce specification autocad strategy budgets verbal communication change management written council creativity customer satisfaction,bachelor arts interior design iowa state university science technology city state national council interior design qualification certificate 009891 work history independent designer 042020 current company city state
38744475,designer interior designer,adobe creative suite autocad planograms,bachelors degree bachelor fine arts design 2007 university central florida city state united states
39252859,designer creative graphic designer,childrens trade 12 book packaging medical publication product packaging,bachelor fine arts sequential arts illustration 1999 school visual arts city state usa skills 3d acrobat adobe cs advertising artist art book design branding brochures cad catalogs catalog concept creative design client clients edit graphic designer graphics design graphics graphic instruction marketing marketing collateral marketing materials marketing sales microsoft office packaging design package design photography posters prepress presentations print production publication quality radio technical illustration training material web graphics author written communication
39434376,designer graphic designer illustrator,spanish additional information,briarwood fellows program 2016 post graduate leadership program city state samford university 2015 bachelor science fine arts city state providence high school 2011 high school diploma city state interests camp kivu christian outdoor camp durango colorado summer 2013 2014 worked cook kitchen staff counseling teens leading mountain bike trips nanny 20102013 bhamcampus involvement younglife leader restoration academy member coordinator alpha delta pi 2013 connections leader 2013 2014 step sing show director 2014 2015 random facts eat organic foods lobstering license avid avett brothers skills spanish additional information
39776400,designer srtooling designer,negotiation skills,associate applied science machine drafting technology 1992 front range community college city state united states
41506705,designer mechanical designer,creative,associates applied science computer drafting design september 2011 technical institute city state computer drafting design 388 certificates trumpf operator course february 25 2000 trumpf city state trumpf laser operator course june 18 1999 rotolas training course february 25 2000 aviation maintenance airframe power plant power plant delgado community college city state 283 317 power plant certificates solidworks city state advanced custom training certification mlc cad systems certificate productivity enhancement city state lotus notes productivity enhancement copies certificates available request skills autodesk autocad mechanical inventor clientserver closing communication skills cnc customer support drafting engineer instruction inventory laser lathe linux lotus notes mapics materials mechanical microsoft office windows operating systems pdm personnel polish processes programming project management red revit sales shipping solidworks technical management user training
42384185,designer lead senior graphic designer,3d 3d modeling 3ds max adobe adobe effects adobe photoshop automotive cms sc client cvs direction dreamweaver flash graphic html http adobe illustrator image lighting mac market maya mechanical meetings microsoft office powerpoint windows platform modeling optimization packaging painting camera presentations rendering selling softimage solidworks staff development supervision web development graphic design website,2005 wsss college suwalki city state poland master arts computer graphics computer graphics 2002 wsss college suwalki city state poland bachelor arts computer graphics computer graphics skills 3d 3d modeling 3ds max adobe adobe effects adobe photoshop automotive cms sc client cvs direction dreamweaver flash graphic html http adobe illustrator image lighting mac market maya mechanical meetings microsoft office powerpoint windows platform modeling optimization packaging painting camera presentations rendering selling softimage solidworks staff development supervision web development graphic design website
44145704,designer project managerinstructional designer,technology orientated,masters education curriculum design instruction specialization literacy february 2009 lesley university city state united states america
44185767,designer solution designer,agile application development army business strategy consultant consulting cost analysis client clients delivery direction erp focus functional government information systems itil team lead legal market microwave enterprise network networks personnel process design processes recruiting routers sales sales support sdlc staffing strategic switches system integration technical support troubleshooting workshops,itil foundation v3 itil intermediate certificate service design itil intermediate certificate service operations itil intermediate certificate service transition itil service capability service offerings agreements comptia security master arts organizational leadership columbia universtiy city state advanced coursework organizational management
51018476,designer nx unigraphics designer,cad software iman teamcenter unigraphics nx 75 80 85 software ms excel ms word ms access ms powerpoint ms windows 7,associate applied science computer networking technology microsoft option 2012 baker college owosso city state gpa gpa 355 graduated laude deans list recipient
51681660,designer production designer,aftereffects photo photoshop art avid budget drafting edit film lighting director excel powerpoint ms word natural composer camera profit quick learner reality safety scheduling sketching website,associate science film production september 2013 angeles film school city state usa
54201930,designer graphic designer,marketing clients ads basis sales translated solutions advertising brand identity budgets dreamweaver flash freehand hansen illustration illustrator indesign logo design photoshop premier prepress promotional web design pr public relations graphic design corporate communications packaging point purchase pop proofreading branding content management copy writing event planning front desk marketing collateral marketing strategy receptionist san storage area network tradeshow translating web content management,2004 universidad valle mxico city mx bachelor arts graphic design universidad valle mxico mexico city 2004 bachelor arts graphic design presentations worked directly companys headquarters berkeley coordinated marketing team brainstorm strategies finalize marketing plans translated maintained updated web content spanish monthly basis designed marketing materials datasheets brochures created ads publication soundcheck magazine wrote press releases coordinated led interviews coordinated photo shoots managed relationships vendors built maintained productive relationships customers planned
62312955,designer r,digital illustration art concepts print fabric web applications adobe creative suite composition layout marketing collateral indesign manual sketching mood boarding development characters live digital accordance director 2d pattern engineering technical sketching streetwear theatrical costumes gerber computer aided design systems,certificate proficiency graphic design animation studio arts 2016 city state usa computer aided design lectra gerber systems art institute trade tech city state usa digital design patternmaking grading markermaking coursework associate arts fashion design brooks college city state usa
67582956,designer project designer,3d autocad design software detailoriented engineer meetings excel microsoft word microstation modeling team player transportation additional information,bachelor science healthcare management present national american university city state
67645662,designer osp engineering designer,telecommunications field measuring equipment autocad progress cad quality cold calling safety contracts sales clientele telecom client telecommunication clients telecommunications customer service telephone customer service specialist decisionmaking designing drafting engineer logistics notes memory outlook microstation negotiator organizational persuasive processes,high school diploma 2007 continental academy city state summary motivated reliable wellorganized background telecom plant 10 years experience field work drafting sales accounts managing position combine knowledge sales account manager telecom highlights
68240723,designer designer,critical thinker logic reasoning identify strengths weaknesses alternative solutions conclusions approaches problems time management communication managing time teams adhere drop dead dates adaptability flexible change resolving timely manner social perceptiveness working team taking leadership role maintain brand direction attention detail complete work related processes product innovation demonstrated creative ability design business budgets consumers needstrends,associate arts fashion design 2009 fashion institute design merchandising city state usa
76010167,designer designer,photo advertising arabic artist arts art agency basic communication skills computer literate creativity database dec designing economics english filling french languages leadership skills math access excel ms office powerpoint word organizing paint physics pos selling time management typing skills world wide web additional information,2009 american university dubai city uae bachelor fine arts visual communication
78149576,designer floral designer,billings cash handling cashier creativity customer service magic pick pos experience jan 2016 current company city state floral designer jan 2016 company city state designer jan 2015 company city state,working floral design certificate fall 2014 front range community college front range community college working floral design certificate spring 2014 associates horticulture fall 2013 front range community college horticulture spring 2011 colorado state university high school diploma spring 2010 fossil ridge high school
81011612,designer graphic designer,3d photoshop advertising animation business management chemistry computer networking customer service database analysis designing graphic basic html illustrator inventory management inventory materials microsoft office nmr payroll pos profit coding sales scheduling sql server,chemistry 2015 camino college city state gpa recipient edison international green job scholarship member camino chemistry club member mesa mathematics engineering science achievement program recipient honor transfer student award chemistry recipient edison international green job scholarship member camino chemistry club member mesa mathematics engineering science achievement program recipient honor transfer student award molecular cellular developmental biology 2017 university california angeles city state usa skills
85101052,designer technical designer,asset management automation business systems controller client database designing eclipse eclipse 4 engineer english ejb xml features focus hindi java java 60 jsp jboss jquery logistics meetings office mysql oracle plsql coding programming project management purchasing express requirement servers shipping specification sql struts supervisor system configuration system engineering uml vision wealth management weblogic additional information,bachelor engineering b computer science engg june2005 computer science engg aggregate 68 klescet belgaum april2002 diploma 103 computer science engineering aggregate 632 govt polytechnic bijapur march1999 sslc 10th std aggregate 7952 pdj high school bijapur personal information interest reading latest technology news languages english hindi kannada skills asset management automation business systems controller client database designing eclipse eclipse 4 engineer english ejb xml features focus hindi java java 60 jsp jboss jquery logistics meetings office mysql oracle plsql coding programming project management purchasing express requirement servers shipping specification sql struts supervisor system configuration system engineering uml vision wealth management weblogic additional information
90066849,designer instructional designer,,associate arts information technology 2010 university phoenix
91153752,designer,sketch illustrator photoshop indesign invision omnigraffle html5 effects keynote revit rhino autocad watercolor bluebeam design uiux graphic design story boarding mandarin,master arch design university michigan 2015 city state bachelor engineering university nottingham 2012 city uk certificates honors
93301686,designer lead instructional designer,3d modeling army basic budget analysis drivers driving editing instructor job analysis listening mechanical excel microsoft office office 97 outlook power point powerpoint presentations window word ms word weapons navy naval program management research safety scheduling spreadsheets supervisor task analysis technical manuals trainer training programs transportation upgrading vision,bachelor science professional aeronautics embry riddle aeronautical university city state professional aeronautics certifications training education developers middle managers course army basic instructor course army instructor evaluator course skills 3d modeling army basic budget analysis drivers driving editing instructor job analysis listening mechanical excel microsoft office office 97 outlook power point powerpoint presentations window word ms word weapons navy naval program management research safety scheduling spreadsheets supervisor task analysis technical manuals trainer training programs transportation upgrading vision
94417768,designer senior product designer,autocad proficient solid works 3d solid modeling complex problem solving technical problemsolving works diverse team environment team leadership strong decision maker injection molded plastic massmanufacturing techniques,williamsport area community college 1979 city state associate arts advertising art gpa deans list gpa 32 minors
10005171,digitalmedia media activities specialist,academic ads advertising banners brochures budget conferences special events market research marketing materials newspaper office manager personnel press press releases publication radio recruitment scripts strategy strategic planning television website content,increased frequency newspaper radio television interviews featuring administrators faculty staff members designated contact area journalists served spokesperson needed
10515955,digitalmedia digital media sales consultant,detail oriented excellent organizational skills great follow relationship building solution focused,marketing augusta state university city state
11005406,digitalmedia sprint isp management vendor,cisco exchange firewall iis internet information services support layout microsoft windows r2 security system security virtualization windows 2003 windows server 2003 cisco emc emc vnx orion vnx access atc dfs engineer fibre channel marketing san solarwinds ssl storage area network systems engineer vmware analog aws clients cost analysis data center emc vnxe isp microsoft exchange pbx sql system administration systems administration training virtual machine vm vnxe wireless ac brocade business continuity catalyst ccna deployment dhcp dns emc navisphere ethernet iscsi lan lan manager layer 2 navisphere netware os2 red router switching tcp tcpip windows 7 windows 95 business management,bs business management ottawa university city state ottawa university overland park ks campus currently pursuing bs minor business management
11270462,digitalmedia social media manager,associate basis greeting inventory monthly sales sales sales associate sales stocking marketing posting clients filing increase liaison problem solver proofreading recruitment organized games promotional public relations,bachelors public relations business university louisiana lafayette city state university louisiana lafayette lafayette public relationsliberal arts 2014 bachelors degree public relations minor business accomplishments
11677012,digitalmedia social media marketing manager,experience company city state social media marketing manager 062015 current,bachelor arts international studies 2016 north carolina state university city state usa
12085736,digitalmedia digital advertising consultant,advertising b2b basic competitive contract management credit css client clients customer support client support dbm delivery mail features flash ux html html5 javascript managing marketing market media plan publisher negotiation newsletters presentations processes proposal qa receiving reporting sales servers shipping sql strategy strategic technical assistance technical documentation telephone video web development website workflow,bachelors science computer science eastern shore 2007 university maryland computer science eastern shore summary 7 years experience strategic planning programmatic advertising campaign management performance optimization inventory
13328680,digitalmedia director,ppc digital media planning dsp behavioral targeting comscore similarweb kenshoo ms excel ppt agile marketing ads portuguese advertising presentations agile quality agency quality control auditing reporting branding sales budget bilingual spanish capital markets strategy,wpp mini mba business strategy 042017 bs business administration 051994 boston college city state certifications certifications google adwords certified google analytics certified facebook certified planning professional languages english native bilingual portuguese native bilingual spanish
13343786,digitalmedia sr leave administrative specialist,benefits payroll coordination superb interpersonal skills detailoriented background checks time management exit interviews,master science current penn state university city state human resources employment relations bs human resources management 12 2012 capella university human resources management certifications fmla specialist certification hr certification september 2014 affiliations benefits compensation certification cornell university november 2006 affiliations society human resource management shrm ceb human resources network skills accounting adp benefits benefits administration clarify directing documentation employee relations financial hiring hris human resource human resources hr insurance lawson managing works peoplesoft personnel policies processes recording reporting risk management safety statistics strategy vendor management vision
13503650,digitalmedia media administrator,administrative support conflict resolution meetings outlook,briarcliffe college associate arts paralegal studies city state usa
13837784,digitalmedia digital media buyer,account management photo budget content cpi creative director client clients drupal senior management html internet marketing managing marketing excel money msoffice outlook powerpoint word page seminars strategy websites content writing,bachelor arts communication business university missouri city state communication business skills account management photo budget content cpi creative director client clients drupal senior management html internet marketing managing marketing excel money msoffice outlook powerpoint word page seminars strategy websites content writing
